,NUM_NEG,NUM_NEU,NUM_POS,TW
2013-05-31,,,,
2013-06-01,,,,
2013-06-02,,,,
2013-06-03,0.0,1.0,0.0,1.0
2013-06-04,0.0,2.0,1.0,3.0
2013-06-05,0.0,8.0,1.0,9.0
2013-06-06,1.0,8.0,2.0,11.0
2013-06-07,1.0,10.0,0.0,11.0
2013-06-08,0.0,0.0,0.0,0.0
2013-06-09,0.0,1.0,0.0,1.0
2013-06-10,0.0,16.0,7.0,23.0
2013-06-11,0.0,4.0,2.0,6.0
2013-06-12,0.0,4.0,1.0,5.0
2013-06-13,0.0,1.0,1.0,2.0
2013-06-14,0.0,4.0,1.0,5.0
2013-06-15,0.0,8.0,0.0,8.0
2013-06-16,0.0,0.0,0.0,0.0
2013-06-17,0.0,3.0,0.0,3.0
2013-06-18,0.0,2.0,1.0,3.0
2013-06-19,0.0,7.0,0.0,7.0
2013-06-20,0.0,1.0,0.0,1.0
2013-06-21,0.0,0.0,2.0,2.0
2013-06-22,0.0,1.0,0.0,1.0
2013-06-23,0.0,1.0,1.0,2.0
2013-06-24,0.0,2.0,2.0,4.0
2013-06-25,0.0,1.0,3.0,4.0
2013-06-26,0.0,3.0,2.0,5.0
2013-06-27,1.0,4.0,1.0,6.0
2013-06-28,0.0,9.0,1.0,10.0
2013-06-29,0.0,0.0,0.0,0.0
2013-06-30,0.0,0.0,0.0,0.0
2013-07-01,0.0,3.0,0.0,3.0
2013-07-02,0.0,3.0,1.0,4.0
2013-07-03,0.0,4.0,0.0,4.0
2013-07-04,0.0,1.0,1.0,2.0
2013-07-05,0.0,1.0,0.0,1.0
2013-07-06,0.0,0.0,0.0,0.0
2013-07-07,0.0,0.0,0.0,0.0
2013-07-08,1.0,3.0,1.0,5.0
2013-07-09,1.0,8.0,0.0,9.0
2013-07-10,0.0,9.0,2.0,11.0
2013-07-11,0.0,4.0,0.0,4.0
2013-07-12,1.0,4.0,0.0,5.0
2013-07-13,0.0,0.0,1.0,1.0
2013-07-14,0.0,0.0,2.0,2.0
2013-07-15,4.0,5.0,2.0,11.0
2013-07-16,1.0,8.0,0.0,9.0
2013-07-17,2.0,6.0,2.0,10.0
2013-07-18,0.0,4.0,3.0,7.0
2013-07-19,0.0,8.0,2.0,10.0
2013-07-20,0.0,1.0,0.0,1.0
2013-07-21,0.0,1.0,0.0,1.0
2013-07-22,1.0,15.0,1.0,17.0
2013-07-23,9.0,49.0,38.0,96.0
2013-07-24,2.0,8.0,5.0,15.0
2013-07-25,2.0,13.0,2.0,17.0
2013-07-26,0.0,6.0,1.0,7.0
2013-07-27,0.0,8.0,1.0,9.0
2013-07-28,0.0,1.0,1.0,2.0
2013-07-29,2.0,9.0,0.0,11.0
2013-07-30,0.0,4.0,0.0,4.0
2013-07-31,1.0,7.0,0.0,8.0
2013-08-01,0.0,8.0,0.0,8.0
2013-08-02,0.0,3.0,1.0,4.0
2013-08-03,0.0,5.0,0.0,5.0
2013-08-04,0.0,0.0,0.0,0.0
2013-08-05,1.0,6.0,0.0,7.0
2013-08-06,0.0,2.0,0.0,2.0
2013-08-07,0.0,0.0,0.0,0.0
2013-08-08,0.0,1.0,1.0,2.0
2013-08-09,0.0,5.0,1.0,6.0
2013-08-10,0.0,4.0,0.0,4.0
2013-08-11,0.0,1.0,0.0,1.0
2013-08-12,1.0,4.0,0.0,5.0
2013-08-13,0.0,3.0,0.0,3.0
2013-08-14,0.0,4.0,0.0,4.0
2013-08-15,0.0,2.0,1.0,3.0
2013-08-16,0.0,4.0,0.0,4.0
2013-08-17,0.0,0.0,0.0,0.0
2013-08-18,0.0,1.0,0.0,1.0
2013-08-19,0.0,2.0,0.0,2.0
2013-08-20,0.0,4.0,0.0,4.0
2013-08-21,3.0,2.0,0.0,5.0
2013-08-22,0.0,5.0,2.0,7.0
2013-08-23,0.0,3.0,0.0,3.0
2013-08-24,0.0,1.0,0.0,1.0
2013-08-25,0.0,2.0,0.0,2.0
2013-08-26,1.0,2.0,0.0,3.0
2013-08-27,1.0,4.0,0.0,5.0
2013-08-28,0.0,10.0,1.0,11.0
2013-08-29,0.0,5.0,0.0,5.0
2013-08-30,1.0,2.0,0.0,3.0
2013-08-31,0.0,4.0,0.0,4.0
2013-09-01,0.0,4.0,0.0,4.0
2013-09-02,0.0,2.0,1.0,3.0
2013-09-03,0.0,5.0,0.0,5.0
2013-09-04,1.0,6.0,0.0,7.0
2013-09-05,0.0,6.0,0.0,6.0
2013-09-06,0.0,6.0,0.0,6.0
2013-09-07,0.0,0.0,0.0,0.0
2013-09-08,0.0,1.0,0.0,1.0
2013-09-09,0.0,5.0,2.0,7.0
2013-09-10,0.0,9.0,0.0,9.0
2013-09-11,2.0,8.0,4.0,14.0
2013-09-12,7.0,8.0,0.0,15.0
2013-09-13,0.0,3.0,2.0,5.0
2013-09-14,0.0,0.0,0.0,0.0
2013-09-15,1.0,7.0,1.0,9.0
2013-09-16,1.0,13.0,2.0,16.0
2013-09-17,0.0,7.0,2.0,9.0
2013-09-18,1.0,6.0,0.0,7.0
