,NUM_NEG,NUM_NEU,NUM_POS,TW
2013-05-31,0.0,1.0,0.0,1.0
2013-06-01,0.0,8.0,0.0,8.0
2013-06-02,0.0,2.0,0.0,2.0
2013-06-03,1.0,3.0,2.0,6.0
2013-06-04,0.0,15.0,5.0,20.0
2013-06-05,0.0,12.0,3.0,15.0
2013-06-06,0.0,15.0,0.0,15.0
2013-06-07,0.0,11.0,1.0,12.0
2013-06-08,0.0,2.0,1.0,3.0
2013-06-09,0.0,4.0,0.0,4.0
2013-06-10,0.0,4.0,0.0,4.0
2013-06-11,0.0,7.0,3.0,10.0
2013-06-12,1.0,7.0,3.0,11.0
2013-06-13,8.0,31.0,2.0,41.0
2013-06-14,8.0,30.0,4.0,42.0
2013-06-15,2.0,5.0,1.0,8.0
2013-06-16,0.0,1.0,0.0,1.0
2013-06-17,1.0,6.0,0.0,7.0
2013-06-18,0.0,9.0,3.0,12.0
2013-06-19,1.0,2.0,0.0,3.0
2013-06-20,1.0,8.0,1.0,10.0
2013-06-21,1.0,16.0,3.0,20.0
2013-06-22,0.0,3.0,0.0,3.0
2013-06-23,0.0,0.0,0.0,0.0
2013-06-24,1.0,4.0,0.0,5.0
2013-06-25,0.0,24.0,2.0,26.0
2013-06-26,0.0,13.0,3.0,16.0
2013-06-27,0.0,6.0,1.0,7.0
2013-06-28,3.0,23.0,3.0,29.0
2013-06-29,1.0,2.0,0.0,3.0
2013-06-30,0.0,3.0,0.0,3.0
2013-07-01,0.0,2.0,2.0,4.0
2013-07-02,0.0,5.0,2.0,7.0
2013-07-03,2.0,2.0,3.0,7.0
2013-07-04,0.0,3.0,3.0,6.0
2013-07-05,1.0,6.0,0.0,7.0
2013-07-06,0.0,20.0,2.0,22.0
2013-07-07,0.0,8.0,1.0,9.0
2013-07-08,0.0,7.0,6.0,13.0
2013-07-09,11.0,3.0,1.0,15.0
2013-07-10,0.0,8.0,1.0,9.0
2013-07-11,1.0,6.0,7.0,14.0
